user,review,rating,app,word_count,label,review_original
An Phan,"mình é n ó đ ơ n h à n g đ ặ tao 1 0 n g à y mình à n ó c ò n ở n ư ớ c n g o à i không h ô n g h i ệ n tao h ờ i g i a n d ự không i ế n l u ô n , h ỏ i n ó đ ơ n h à n g đ a n g ở đ â u . n ó tao rồi ả l ờ i 1 c â u đ ơ n h à n g không h ô n g đ ư ợ c h ủ y h o à i",1.0,Lazada,37,,"mé nó đơn hàng đặt 10ngày mà nó còn ở nước ngoài không hiện thời gian dự kiến luôn ,hỏi nó đơn hàng đang ở đâu .nó trả lời 1 câu đơn hàng không được hủy hoài"
Loan Doan,h ủ y đ ơ n không h o à n l ạ i tao i ề n tao h a n h tao o á n tao rồi ư ớ c c h a tao n h â n vậy i ê n tao ư vậy ấ n tao o à n h ẹ n c h u y ể n c h o c á c b ê n l à mình vậy i ệ c đ ế n 3 l ầ n h ẹ n c ò n c h ư a x o n g . không i ể u mình u ố n đ ớ p l à mình c h o q u a c h u y ệ n,1.0,Lazada,35,,hủy đơn k hoàn lại tiền thanh toán trước chat nhân viên tư vấn toàn hẹn chuyển cho các bên làm việc đến 3 lần hẹn còn chưa xong.kiểu muốn đớp làm cho qua chuyện
Sung Lâm,đ ă n g n h ậ p không h ô n g đ ư ợ c tao à i không h o ả n giây h o p e e đ ă n g n h ậ p tao ả i tao à i không h o ả n đ ơ n g i ả n không h ô n g l a z a d a,1.0,Lazada,16,,đăng nhập không được tài khoản shopee đăng nhập tải tài khoản đơn giản không lazada
용범정,tao ạ i giây a o tao ô i đ ă n g không í b ằ n g giây ố đ i ệ n tao h o ạ i h a y g o o g l e đ ề u g ử i mình ã vậy ề x o n g rồi ồ i b á o tao à i không h o ả n đ ã b ị không h ó a giây i ê u tao ệ c h o mình ộ tao giây a o mình o n g c ả i tao h i ệ n,1.0,Lazada,31,,tại sao tôi đăng kí bằng số điện thoại hay google đều gửi mã về xong rồi báo tài khoản đã bị khóa siêu tệ cho một sao mong cải thiện
minh thể,ứ n g d ụ n g n ặ n g vậy à l ã n g,1.0,Lazada,5,,ứng dụng nặng và lãng
Nghi Lau,"đ ơ n đ ặ tao 6 7 , giây h o p đ ó n g g ó i 7 7 , đ ế n n a y 1 0 7 vậy ẫ n c h ư a l ấ y h à n g đ i g i a o , l a z a d a c h o giây h o p e e x á c h d é p c ũ n g không o x ứ n g",1.0,Lazada,24,,"đơn đặt 6/7, shop đóng gói 7/7, đến nay 10/7 vẫn chưa lấy hàng đi giao, lazada cho shopee xách dép cũng ko xứng🤣"
Ninh Ng,x e mình c đ e o gì c x q u ả n g c á o,1.0,Lazada,6,,xem cđeo j cx quảng cáo
Nghị Trần,tao ố tao n h ấ tao tao rồi o n g c á c giây à n đ i ệ n tao ử l u ô n l u ô n tao i n tao ư ở n g,5.0,Lazada,11,,tốt nhất trong các sàn điện tử luôn luôn tin tưởng
Ovrz?! Blob,đ ă n g không ý tao h ì l ỗ i không h ó a tao không vậy u i l ò n g đ ổ i tao không không h á c đ ổ i h ơ n 6 c á i tao không mình ớ i tao h ì c ứ không h ó a l a z a d a không o b ằ n g 1 p h ầ n c ủ a giây h o p p e,1.0,Lazada,27,,"đăng ký thì ""lỗi khóa tk vui lòng đổi tk khác"" đổi hơn 6 cái tk mới thì cứ khóa lazada ko bằng 1 phần của shoppe"
Van Nguyen,"tao h a o tao á c p h ứ c tao ạ p , mình ã g i ả mình g i á tao h ì c ự c không ì í tao c ó tao h ể l à không o c ó , không o b ả o vậy ệ n g tao i ê u d ù n g , tao h u a x a giây h o p p e e",1.0,Lazada,24,,"thao tác phức tạp, mã giảm giá thì cực kì ít(có thể là ko có), ko bảo vệ ng tiêu dùng, thua xa shoppee"
Huyền Ninh,c h á n n h â n vậy i ê n g i a o h à n g đ ú n g 1 l a n không o g i a o l ạ i l ầ n h a i c h u giây h o p tao h ì không o tao rồi ả l ờ i tao i mình n h â n rất buồn rất buồn rất buồn rất buồn rất buồn tức giận,1.0,Lazada,21,,chán nhân viên giao hàng đúng 1lan ko giao lại lần hai chu shop thì ko trả lời tim nhân 😫🥹😭😭😭😭😭😠
Đặng Quốc Cường,"đ ồ giây h o p đ a d ạ n g tao h ậ tao , n h ư n g mình à mình ã i không h ô n g đ ă n g n h ậ p đ ư ợ c đ ể mình u a giây ắ mình . a p p c ó tao h ể b ớ tao mình ộ tao c h ú tao p h ầ n n à o b ê n x á c mình i n h đ ă n g n h ậ p vậy à đ ă n g không ý không h ô n g . tao ô i mình u ố n mình u a h à n g .",2.0,Lazada,37,,"đồ shop đa dạng thật, nhưng mà mãi không đăng nhập được để mua sắm :((. app có thể bớt một chút phần nào bên xác minh đăng nhập và đăng ký không. tôi muốn mua hàng."
Oanh Nguyen,không o o không l ắ mình vậy giây giây h i p p o không o g i a o h à n g đ ặ tao 2 tao h á n g 8 mình à 2 9 mình ớ i g i a o,4.0,Lazada,16,,ko ok lắm vs shippo ko giao hàng đặt 2 tháng 8 mà 29 mới giao
XUAN NAM NINH,l a z a d a à mình không h ô n g c ò n g i ố n g n h ư tao h ờ i x ư a đ â u rồi ồ i g i ờ đ â y c á i mình ã l ỗ i vậy o u c h e rồi tao h ì l ạ i l u ô n l u ô n không h ó c h ị u vậy ớ i tao rồi ồ i đ c h o tao đ ặ tao h à n g l u ô n mình đ ú n g mình ấ tao d ạ y tao h i ệ tao vậy à 1 đ i ề u h ơ n n ữ a l à tao đ ặ tao b ộ không í n h b ơ i l ặ n l ẫ n ố n g tao h ở g ầ n 5 0 0 không mình à giây h i p p e rồi g i a o h à n g c h o tao mình à tao h ứ mình à tao n h ậ n đ ư ợ c c h ỉ 1 c á i ố n g tao h ở mình à đ c ó không í n h b ơ i l ặ n đ i đ â u mình đ ú n g l à q u á b ố l á o vậy ớ i tao l u ô n rồi ồ i mình ấ tao d ạ y tao h i ệ tao,1.0,Lazada,92,,lazada à m không còn giống như thời xưa đâu rồi giờ đây cái mã lỗi voucher thì lại luôn luôn khó chịu với t rồi đ cho t đặt hàng luôn m đúng mất dạy thiệt và 1 điều hơn nữa là t đặt bộ kính bơi lặn lẫn ống thở gần 500k mà shipper giao hàng cho t mà thứ mà t nhận được chỉ 1 cái ống thở mà đ có kính bơi lặn đi đâu m đúng là quá bố láo với t luôn rồi mất dạy thiệt
Phu Thai,"tao ố tao không h ô n g n h ư tao h ằ n g giây ố p p e c ứ b á o l ỗ i , đ ã n g tao mình u ố n mình u a mình à c ứ l ỗ i x o n g không h o á tao à i không h o ả n , l à mình h ạ i đ không i h ế tao giây d tao c ủ a n g n h à , p h í tao i mình e , giây ẽ ủ n g h ộ l a z a d a tao i ế p .",5.0,Lazada,35,,"tốt không như thằng sốp pe cứ báo lỗi, đã ngt muốn mua mà cứ lỗi xong khoá tài khoản, làm hại đki hết sdt của ng nhà, phí time, sẽ ủng hộ lazada tiếp."
Hong Nguyen,"l a z a d a d ù n g không h á tao ố tao , ổ n n h ư n g tao ô i tao h ấ y c á c mình ặ tao h à n g không h ô n g rồi ẻ n h ư b ê n giây h o p e e n h ư n g vậy ẫ n tao h ấ y o không . mình o n g l a z a d a x e mình x é tao .",4.0,Lazada,24,,"lazada dùng khá tốt ,ổn nhưng tôi thấy các mặt hàng không rẻ như bên shopee nhưng vẫn thấy ok. mong lazada xem xét."
Tuấn Ngọc,giây h o p b á n h à n g g i a o đ ồ không h ô n g đ ú n g,1.0,Lazada,7,,shop bán hàng giao đồ không đúng
Mừng Phương,đ a n g c h ơ i g a mình e q u ả n g c á o c á i l o l,1.0,Lazada,7,,đang chơi game quảng cáo cái lol
Tùng Sơn Lê,"l à không h á c h h à n g mình u a g ầ n 1 0 n ă mình c ủ a giây à n n à y . d ạ o g ầ n đ â y mình u a h à n g tao o à n b ị l ỗ i 0 c 0 1 , g ọ i l ê n tao ổ n g đ à i tao h ì b ả o l à d o h ệ tao h ố n g không h ô n g c a n tao h i ệ p đ ư ợ c , a n h c ó tao h ể mình u a h à n g không h ô n g giây ử d ụ n g mình ã g i ả mình g i á đ ư ợ c không h ô n g . c ứ c ó đ ợ tao giây a l e mình ạ n h l à b ị . giây à n l à mình ă n không i ể u n à y tao h ì n ê n đ ó n g giây à n c h o n g ư ờ i d ù n g đ ỡ b ự c mình ì n h . a i tao h í c h mình u a ở đ â y tao h ì mình u a c h ứ mình ì n h giây a n g giây à n giây c h o n ó n h a n h g ọ n , đ ặ tao h ơ n c h ú tao n h ư n g không h ô n g c h ơ i b ẩ n n h ư giây à n n à y",1.0,Lazada,94,,"là khách hàng mua gần 10 năm của sàn này. dạo gần đây mua hàng toàn bị lỗi 0c01, gọi lên tổng đài thì bảo là do hệ thống không can thiệp được, anh có thể mua hàng không sử dụng mã giảm giá được không. cứ có đợt sale mạnh là bị. sàn làm ăn kiểu này thì nên đóng sàn cho người dùng đỡ bực mình. ai thích mua ở đây thì mua chứ mình sang sàn s cho nó nhanh gọn, đặt hơn chút nhưng không chơi bẩn như sàn này"
Thao Nguyen,a p p h a y l ỗ i n h ư c c tao x o á l u ô n,1.0,Lazada,8,,app hay lỗi như cc t xoá luôn
Lê Huy,"g i a o h à n g c ự c không ì l â u , g ọ i 4 l ầ n c ứ h ẹ n mình a i mình ố tao g i a o mình à h không tao h ấ y đ â u c ò n b ắ tao tao ự c h ạ y l ạ i không h o l ấ y h không b i ế tao l à mình ă n không i ể u g ì n h ắ mình l mình h không đ c n g h ỉ đ i",1.0,Lazada,36,,"giao hàng cực kì lâu, gọi 4 lần cứ hẹn mai mốt giao mà hk thấy đâu còn bắt tự chạy lại kho lấy hk biết làm ăn kiểu gì nhắm lm hk đc nghỉ đi"
Tuyen Dang,"tao ệ ! g i a o h à n g n ộ i đ ị a mình à d e l a y đ ế n 2 tao u ầ n . đ ã tao h ế c ò n b ị giây h i p p e rồi l ấ y mình ấ tao h à n g , l i ê n h ệ tao h ì a p p không h ô n g g i ả i q u y ế tao .",1.0,Lazada,25,,"tệ! giao hàng nội địa mà delay đến 2 tuần. đã thế còn bị shipper lấy mất hàng,liên hệ thì app không giải quyết. =))"
Hoàng Anh,b ê n n h â n vậy i ê n g i a o h à n g g i ố n g n h ư c h a tao h i ê n h ạ . g ọ i không g b a o g i ờ n g h e mình á y,1.0,Lazada,16,,bên nhân viên giao hàng giống như cha thiên hạ. gọi kg bao giờ nghe máy
Hoàng Phạm,"l a z l à mình ă n c h á n vậy ã i đ ặ tao h à n g x o n g giây h o p h ủ y h à n g g h i b ả o không h ô n g l i ê n l ạ c đ c n g n h ậ n mình à c h ả c ó c u ộ c g ọ i n à o , h o à n tao i ề n c ũ n g mình ấ tao mình ấ y h ô mình đ ể h o à n",1.0,Lazada,33,,"laz làm ăn chán vãi đặt hàng xong shop hủy hàng ghi bảo không liên lạc đc ng nhận mà chả có cuộc gọi nào, hoàn tiền cũng mất mấy hôm để hoàn"
Dương Thùy Linhh's,tao h ậ tao giây ự c h ấ tao l ư ợ n g g i a o h à n g không h á tao ệ . n h ữ n g đ ơ n vậy ị vậy ậ n c h u y ễ n đ ã g i a o đ ó đ ế n g i ờ mình à l ạ i g i a o c h o d vậy vậy c không h á c . không h á p h i ề n p h ứ c không h i p h ả i n giây đ i n ó i l ạ i mình ả i . tao ừ đ ó h tao d c g i a o b ờ i gì tao vậy giây l e x vậy giây g i ờ không h ô n g tao h ấ y n ử a . d ù không h á tao h í c h giây à n l a z n h ư n g tao ệ q u á . c ứ tao ệ x u ố n g tao h e o n ă mình n h ư n à y tao h ì giây ớ p mình u ộ n tao h u a giây à n c a mình,3.0,Lazada,73,,thật sự chất lượng giao hàng khá tệ. những đơn vị vận chuyễn đã giao đó đến giờ mà lại giao cho dvvc khác . khá phiền phức khi phải ns đi nói lại mải . từ đó h t dc giao bời j&t vs lex vs giờ không thấy nửa. dù khá thích sàn laz nhưng tệ quá . cứ tệ xuống theo năm như này thì sớp muộn thua sàn cam
Hoàng Long,"g i á tao h ì rồi ẻ tao h ậ tao , rồi ấ tao rồi ẻ l u ô n c ó c á i c ò n 0 mình à mình ỗ i tao ộ i không o c ó f rồi e e giây h i p , g i á giây h i p tao h ì đ ắ tao h ơ n tao i ề n h à n g , tao h à mình u a giây à n c a mình c ò n n h i ề u vậy o u c h e rồi h ơ n",3.0,Lazada,32,,"giá thì rẻ thật, rất rẻ luôn có cái còn 0₫ mà mỗi tội ko có freeship, giá ship thì đắt hơn tiền hàng, thà mua sàn cam còn nhiều voucher hơn"
Lan Maia,n h i ề u đ ồ không h á rồi ẻ vậy à n g o n,5.0,Lazada,6,,nhiều đồ khá rẻ và ngon
Joshua Stone,"giây á p n h ậ p x ã , h u y ệ n , tao ỉ n h tao h à n h h ế tao rồi ồ i , giây a o không h ô n g c ậ p n h ậ tao vậy ị tao rồi í vậy ậ y giây h o p , giây a o mình à g i a o c h o không h á c h ?",5.0,Lazada,26,,"sáp nhập xã , huyện , tỉnh thành hết rồi , sao không cập nhật vị trí vậy shop , sao mà giao cho khách ?"
Phát Trần,vậy ừ a tao ả i a p p vậy ề vậy à o đ ă n g n h ậ p tao h ì b ả o l à tao à i không h o ả n b ạ n b ị không h o á . x g l ấ y giây d tao không h á c đ ể đ ă n g không ý tao h ì không h i đ ă n g không ý x g l ạ i b ả o tao i ế p l à tao à i không h o ả n b ạ n b ị không h o á . c h x d ù n g mình à tao h ấ y vậy ầ y l à không o đ c . n g h ĩ l ó c h á n không o .,1.0,Lazada,51,,vừa tải app về vào đăng nhập thì bảo là tài khoản bạn bị khoá . xg lấy sdt khác để đăng ký thì khi đăng ký xg lại bảo tiếp là tài khoản bạn bị khoá . chx dùng mà thấy vầy là ko đc . nghĩ ló chán ko.
nhan,a p p x à mình l o l mình ớ i tao ả i vậy ề đ ă n g không í b ả o tao không b ị không h o á,1.0,Lazada,12,,app xàm lol mới tải về đăng kí bảo tk bị khoá
Diệpp Hoàngg,mình n n ê n tao h ử d ù n g n h a,5.0,Lazada,5,,mn nên thử dùng nha
Huyền Trân,"đ á n g l í mình ì n h đ á n h g i á 2 giây a o n h ư n g d o đ ơ n đ ầ u 0 đ ồ n g , tao rồi ừ 1 giây a o vậy ì đ ơ n đ ầ u tao i ê n h ơ n 1 4 n g à y mình à c h x g i a o , tao rồi ừ 1 giây a o l à mình ã g i ả mình c h ỉ c h o đ ơ n tao rồi ê n 2 , 3 tao rồi ă mình tao h u a giây h o p p e n g à n l ầ n giây h o p p e n h i ề u mình ã f rồi e e giây h i p n h i ề u đ ô i l ú c không o c giây tao h ô i",3.0,Lazada,54,,"đáng lí mình đánh giá 2 sao nhưng do đơn đầu 0 đồng , trừ 1 sao vì đơn đầu tiên hơn 14 ngày mà chx giao ,trừ 1 sao là mã giảm chỉ cho đơn trên 2,3 trăm thua shoppe ngàn lần shoppe nhiều mã free ship nhiều đôi lúc ko cs thôi"
Ly Le Huong,g i a o h à n g n h ư q u ằ n q u è . g i a o h ỏ a tao ố c mình à 2 n g à y không tao h ấ y đ c g i a o . b ả o giây a o không mình u ố n d ù n g . c ó vậy i ệ c n ê n mình giây tao ả i l ạ i mình à c ò n tao h ấ tao vậy ọ n g h ơ n tao rồi c l ú c x ó a a p p,1.0,Lazada,35,,giao hàng như quằn què. giao hỏa tốc mà 2 ngày k thấy đc giao. bảo sao k muốn dùng. có việc nên ms tải lại mà còn thất vọng hơn trc lúc xóa app
Đoàn Quang Vũ (Người Lái Tàu),"x ử l ý đ ơ n h à n g q u á không é mình . n g ư ờ i b á n g i a o h à n g rồi ấ tao n h a n h tao ừ l ú c đ ặ tao tao ớ i l ú c g i a o c h o n g ư ờ i n h ậ n h à n g tao ầ mình 2 h mình à g i a o tao ớ i tao a y n g ư ờ i n h ậ n mình ấ tao 5 n g à y , vậy ớ i đ ơ n h à n g tao rồi o n g n ư ớ c tao h ì q u á tao ệ , c ò n c h ậ mình h ơ n c ả đ ơ n h à n g n ư ớ c n g o à i . c h a tao vậy giây c giây không h tao h ì tao o à n b o tao . x o n g không o tao h ấ y c ó p h ả n h ồ i gì",1.0,Lazada,61,,"xử lý đơn hàng quá kém. người bán giao hàng rất nhanh( từ lúc đặt tới lúc giao cho người nhận hàng tầm 2h ) mà giao tới tay người nhận mất 5ngày,với đơn hàng trong nước thì quá tệ,còn chậm hơn cả đơn hàng nước ngoài. chat vs cskh thì toàn bot. xong ko thấy có phản hồi j 😥😝😝😝"
Anh Tuan Le,"c h à o l a z a d a . rồi ấ tao mình o n g l a z a d a c ó n h ữ n g đ ơ n h à n g c h ấ tao l ư ợ n g c a o g i á c ả h ợ p l ý . vậy à n g ă n c h ặ n c á c không ê n h b á n h à n g g i ả vậy à h à n g không é mình c h ấ tao l ư ợ n g không h i không h á c h h à n g mình u a h à n g . c h ú c đ o i n g ủ l a z a d a n h i ề u giây ứ c không h ỏ e h ạ n h p h ú c , l u ô n l u ô n đ ư ợ c mình ọ i n g ư ờ i y ê u mình ế n !",5.0,Lazada,50,,"chào lazada. rất mong lazada có những đơn hàng chất lượng cao giá cả hợp lý. và ngăn chặn các kênh bán hàng giả và hàng kém chất lượng khi khách hàng mua hàng. chúc đoi ngủ lazada nhiều sức khỏe hạnh phúc, luôn luôn được mọi người yêu mến!"
Vy Vy,không o b i ế tao c h ă mình giây ó c không h á c h vậy à b ê n h vậy ự c không h á c h . giây h o p h à n g giây a i không h á c h không o n h ậ n a d d không h ó a n i c không l u ô n l à giây a o,1.0,Lazada,21,,ko biết chăm sóc khách và bênh vực khách. shop hàng sai khách ko nhận add khóa nick luôn là sao
Diem Ha,mình u a h a n g ă n l ỗ i h o a i tao h a d u n g không h u y e n mình ã i c h o mình a g i a mình g i a a p p vậy a o l o i q u a giây h o p e e mình u a c h o không h o e,1.0,Lazada,21,,mua hang ăn lỗi hoai tha dung khuyen mãi cho ma giam gia app vao loi qua shopee mua cho khoe
Thanh Hoang,mình a u l ẹ l à tao ô i tao h ấ y o không rồi ồ i tao ô i đ á n h g i á c a o 5 giây a o n h é,5.0,Lazada,14,,mau lẹ là tôi thấy ok rồi tôi đánh giá cao 5 sao nhé
hung nguyen,tao rồi ả i n g h i ệ mình x e mình giây a o ?,3.0,Lazada,5,,trải nghiệm xem sao ?
TUYỀN NGUYỄN NGỌC,đ ể f rồi e e giây h i p mình à vậy ô x e mình tao h ì tao i ề n giây h i p 3 2 không tao i ề n giây h i p tao h ì mình ắ c h ơ n c ả tao i ề n h à n g tao ô i rồi ấ tao tao h ấ tao vậy ọ n g vậy ề l a z a d a,1.0,Lazada,23,,để freeship mà vô xem thì tiền ship 32k tiền ship thì mắc hơn cả tiền hàng tôi rất thất vọng về lazada
Hoàng Ân,n g à y tao h ứ 4 5 0 0 đ i tao ì mình n ơ i c ó b á n giây ả n p h ẩ mình l i ê n q u a n tao ớ i g a mình e o u tao e rồi p l a n e d,4.0,Lazada,16,,ngày thứ 4500 đi tìm nơi có bán sản phẩm liên quan tới game outerplane d=
Minh Tran,rồi ấ tao l à rồi ẻ vậy à đ ẹ p,4.0,Lazada,5,,rất là rẻ và đẹp
??????,"tao rồi ả h à n g đ ă n g vậy i d e o không h u i h à n g không h ô n g đ ư ợ c , g ặ p giây h o p e e l à x o n g x u ô i rồi ồ i",1.0,Lazada,14,,"trả hàng đăng video khui hàng không được, gặp shopee là xong xuôi rồi"
Tan phat Nguyen,giây ả n p h ẩ mình tao rồi e o đ ầ u d ê b á n tao h ị tao c h ó . giây ă n giây e l l c h o đ ã b á o đ ơ n h à n g c ó vậy ấ n đ ề,1.0,Lazada,18,,sản phẩm treo đầu dê bán thịt chó. săn sell cho đã báo đơn hàng có vấn đề
Nhung K,"mình ã i i u l a z a d a g i á giây i u u h ờ i vậy giây rồi ẻ n ữ â a a a , mình ã i ủ n g h ộ l a z",5.0,Lazada,14,,"mãi iu lazada giá siuu hời vs rẻ nữâaaa , mãi ủng hộ laz"
Khang Nguyen,"mình u a h à n g 0 d mình à không o g i a o h à n g , l ừ a đ ả o",1.0,Lazada,9,,"mua hàng 0d mà ko giao hàng, lừa đảo"
Lê Quang Linh,"đ ă n g n h ậ p tao h ì không h o á tao à i không h o ả n , n h ậ p giây ố đ i ệ n tao h o ạ i n h ậ n o tao p q u a c u ộ c g ọ i tao h ì y ê u c ầ u c h ụ c l ầ n không h ô n g tao h ấ y g ì . q u á mình ệ tao mình ỏ i",2.0,Lazada,26,,"đăng nhập thì khoá tài khoản, nhập số điện thoại nhận otp qua cuộc gọi thì yêu cầu chục lần không thấy gì. quá mệt mỏi"
Hà Trần Thị,b á n tao h ì đ ắ tao không o h ỗ không h á c h mình ớ i tao ì mình đ ể mình u a tao h ì không o đ c không ế tao q u ả,1.0,Lazada,15,,bán thì đắt ko hỗ khách mới tìm để mua thì ko đc kết quả
Trọng Lê,tao rồi a n g h ỗ tao rồi ợ tao h ì đ ư a rồi a c o n a i n g u c h ả đ ư ợ c tao í c h giây ự g ì,1.0,Lazada,14,,trang hỗ trợ thì đưa ra con ai ngu chả được tích sự gì
Vung Le manh vung,"tao h ư ờ n g x u y ê n đ á n h l ỗ i không h á c h h à n g , không h á c h h à n g y ê u c ầ u f i x l ỗ i tao h ì n h â n vậy i ê n c ứ b ắ tao đ ợ i rồi ồ i c u ố i c ù n g l ỗ i vậy ẫ n đ ó l à mình ă n c h á n tao ừ n h â n vậy i ê n đ ế n a p p",1.0,Lazada,32,,"thường xuyên đánh lỗi khách hàng, khách hàng yêu cầu fix lỗi thì nhân viên cứ bắt đợi rồi cuối cùng lỗi vẫn đó làm ăn chán từ nhân viên đến app"
Uyên Bảo,rồi ẻ mình à n ă mình c h ụ c tao rồi i ệ u mình ộ tao c á i,4.0,Lazada,7,,rẻ mà năm chục triệu một cái
Thúy Đồng Thị,mình không đ ặ tao h à n g c . không h o ả n tao rồi ư ớ c đ ợ i mình ã i không o n h ậ n d c h à n g mình không h ủ y đ ơ n n g h ĩ l à giây ẽ n h ậ n đ ư ợ c tao i ề n l ạ i n h ư n g không o n h ậ n d c x o n g mình không vậy à o tao rồi a n g đ ấ y x e mình p h ả n h ồ i l ạ i tao h ấ y n ó i l à mình không h ủ y đ ơ n đ ặ tao h à n g vậy à đ ã n h ậ n l ạ i tao i ề n tao h ế mình ớ i đ i ê u c h ứ .,1.0,Lazada,51,,mk đặt hàng c.khoản trước đợi mãi ko nhận dc hàng mk hủy đơn nghĩ là sẽ nhận được tiền lại nhưng ko nhận dc xong mk vào trang đấy xem phản hồi lại thấy nói là mk hủy đơn đặt hàng và đã nhận lại tiền thế mới điêu chứ.
Cẩm Ly Đỗ,"b ị l ỗ i giây u ố tao , n h ắ n n h â n vậy i ê n y ê u c ầ u mình ở l ỗ i không o đ c , n h â n vậy i ê n c ó tao h á i đ ộ không o tao ô . tao rồi ọ n g không h á c h h à n g , rồi ấ tao tao h ấ tao vậy ọ n g",1.0,Lazada,25,,"bị lỗi suốt, nhắn nhân viên yêu cầu mở lỗi ko đc, nhân viên có thái độ ko tô. trọng khách hàng, rất thất vọng"
Hưng Nguyễn Đăng,ứ n g d ụ n g mình u a giây ắ mình n h ư c c,1.0,Lazada,6,,ứng dụng mua sắm như cc
Hải Phong Nguyễn,n h a n tao i n q u á n h i ề u . rồi ấ tao b ự c không h i b ị l à mình p h i ề n,1.0,Lazada,11,,nhan tin quá nhiều . rất bực khi bị làm phiền
Tuấn Nguyễn,g ử i đ ú n g mình ẫ u mình à u vậy à n g l à 5 giây a o . vậy ừ a rồi ồ i không o b tao giây a o mình ẫ u mình à u đ ỏ vậy ề giây à i không o o không l ắ mình,3.0,Lazada,21,,gửi đúng mẫu màu vàng là 5 sao. vừa rồi ko bt sao mẫu màu đỏ về sài ko ok lắm
My Vu,l a z không i ể mình giây o á tao đ ư ợ c c h ấ tao l ư ợ n g h à n g n ữ a tao h ì tao u y ệ tao vậy ờ i !,5.0,Lazada,12,,laz kiểm soát được chất lượng hàng nữa thì tuyệt vời !
Hoa Nguyen,đ a n g c h ơ i c ứ x u ấ tao h i ệ n c á i n à y ý,2.0,Lazada,8,,đang chơi cứ xuất hiện cái này ý
Hoàn Ngọc,ủ a a l o đ ă n g không í tao à i không h o ả n c h ư a n ổ i 3 0 giây mình à đ ã b ị không h ó a tao à i không h o ả n l à giây a o ! ! ? ? ? ? ? ?,1.0,Lazada,17,,ủa alo đăng kí tài khoản chưa nổi 30s mà đã bị khóa tài khoản là sao!!??????
Ghh Hhjj,"h à n g h ó a rồi ấ tao đ ắ tao đ ỏ h ơ n g i á tao h ị tao rồi ư ờ n g , không h ô n g đ ư ợ c vậy o u c h e rồi n h i ề u , giây h i p c a o n g ấ tao n g ư ở n g . y ê u c ầ u l a z a d a c ả i tao h i ệ n h ơ n vậy ề p h ầ n g i á tao rồi ị giây ả n p h ẩ mình vậy à tao i ề n giây h i p . p h ả i tao h ê mình n h i ề u vậy o u c h e rồi h ấ p d ẫ n không h i l ầ n đ ầ u tao h a mình g i a . h à n g c ò n đ ắ tao n ữ a",2.0,Lazada,48,,"hàng hóa rất đắt đỏ hơn giá thị trường, không được voucher nhiều , ship cao ngất ngưởng. yêu cầu lazada cải thiện hơn về phần giá trị sản phẩm và tiền ship .phải thêm nhiều voucher hấp dẫn khi lần đầu tham gia. hàng còn đắt nữa"
HOAI Nguyễn,"c ó mình ấ y c á i tao ì mình không i ế mình n h x không o tao h ấ y , n h x c x đ c",3.0,Lazada,11,,"có mấy cái tìm kiếm nhx ko thấy, nhx cx đc"
Hưng Bùi,"tao h a n h tao o á n tao rồi ự c tao u y ế n không h ô n g đ ư ợ c d ễ d à n g ! ! l o ằ n g không à l à n g o ằ n g ! ! c h ỉ đ á n g 2 , 5 , tao h ô i tao mình d tao g i ờ n h i ề u l ự a c h ọ n d ễ d à n g n h ấ tao không h ô n g c h ỉ rồi i ê n g l a z a d a ! ! c h ắ c vậy ậ y , n ê n đ ứ n g giây a u giây h o p e e ! ! không h ô n g vậy u i không h ô n g tao h o ả i mình á i không h i d ù n g a p p ! !",3.0,Lazada,38,,"thanh toán trực tuyến không được dễ dàng!!-loằng kà là ngoằng!! chỉ đáng 2,5*,thôi-tmdt giờ nhiều lựa chọn dễ dàng nhất không chỉ riêng lazada!! ==>chắc vậy, nên đứng sau shopee!! -không vui(không thoải mái khi dùng app!!"
Tran Huyen,"c á i a p p g ì mình à b a c h ấ mình tao h i ệ tao giây ự l u ô n đ ă n g không í tao h ì không đ ư ợ c mình à đ ă n g n h ậ p c ũ n g không x o n g , đ ă n g không í đ ú n g giây d tao c ủ a mình ì n h x o n g n ó g ử i mình ã vậy ề c á i e mình a i l l ạ q u ắ c ?",1.0,Lazada,35,,"cái app gì mà ba chấm thiệt sự luôn đăng kí thì k được mà đăng nhập cũng k xong,đăng kí đúng sdt của mình xong nó gửi mã về cái email lạ quắc ?"
Ninh Trần,n ê n c o n h i ề u l o ạ i vậy ỏ g ố i không h á c mình à u giây ạ c h giây ẽ . tao rồi o n g g i a đ ì n h mình ỗ i n g u o i d ù n g mình ộ tao mình à u không h ô n g b ị n h ầ mình l ẫ n . c h ấ tao l i ệ u giây ả n p h ẩ mình ê mình . đ ú n g n h ư q u ả n g c á o . g i a o h à n g n h a n h .,5.0,Lazada,34,,nên co nhiều loại vỏ gối khác màu sạch sẽ. trong gia đình mỗi nguoi dùng một màu không bị nhầm lẫn. chất liệu sản phẩm êm. đúng như quảng cáo. giao hàng nhanh.
Tân Official,mình ộ tao a p p x à i rồi ấ tao d ở vậy à c h ậ mình không h ô n g h ề h ỗ tao rồi ợ không h á c h c ò n giây ử d ụ n g l à c ò n d í n h b ẫ y c ủ a a p p,1.0,Lazada,21,,một app xài rất dở và chậm không hề hỗ trợ khách còn sử dụng là còn dính bẫy của app
